comments,cleaned_comments,sentiment_scores,compound_score,sentiment_category
"The short answer is not worth it one bit. The pixel 7 Pro was cheaper than other flagship Devices because It didn't compete on the same level In power and google wouldn't be able to justify a 1100$ for midrange chipset capability, but they are competing at similar price with a prototype first gen looking foldable with an already outdated bezel to display look, pixel fold is gonna flop soo hard with that price, I really love the pixel 7 pro and it's a big success for Google but the fold is gonna set them back again and I'm afraid that would make them hesitant to pursue a second gen foldable",short answer worth one bit pro cheaper flagship devic beca didnt compet level power wouldnt e justifi midrang chipset capabl compet similar price prototyp first gen look e alreadi outdat bezel look gon na flop soo hard price realli love pro big success gon na set back im afraid would make hesit pursu second gen e,"{'neg': 0.061, 'neu': 0.758, 'pos': 0.181, 'compound': 0.8126}",0.8126,positive
"Get your hands ready for a face palm because from the specs, it doesn't with that much.",get hand readi face palm beca spec doesnt much,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",0.4939,positive
I'll stick to my Pro 7 until the Fold 2,ill stick pro,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
The Google Pixel Fold was cheaper last year the rumor went around. Sad Now.,cheaper last rumor went around sad,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
"If Google comes with no crease, affordable price, biggest battery and wider display.i am on it.otherwise I would never upgrade until I really see major improvement and innovation.peace and be smart.",come creas afford price biggest wider itotherwis would never realli see major improv innovationpeac smart,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",0.4019,neutral
I’ll wait for Apple to reveal their foldable... watch.,ill wait appl reveal e,"{'neg': 0.483, 'neu': 0.517, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
i still have a question  what about crease?,still question creas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Good video as usual, but no one is commenting best hair in the youtube tech game!",good usual one comment best hair youtub tech game,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.7964}",0.7964,positive
Might be time to make the jump back to android,might time make jump back android,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Let's wait for preorders :),let wait preorder,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Google nailed with the form factor. Kinda like a throwback to those old 16:9 ratios, which comes in very handy in ""smartphone mode"". With Google doing the software work Im quite confident the Pixel Fold will take the foldable experience to another level.(at least for their formfactor). Bezels are a bit big on the interior screen but otherwise I love it. Also looking forward to Android 14 as it will bring major improvements for all foldable users(to some extent).",nail form factor kinda like throwback old ratio come handi smart mode softwar work im quit confid take e experi anoth levelat least formfactor bezel bit big interior otherwis love also look forward android bring major improv e rsto extent,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.8445}",0.8445,positive
"I like my Z flip 3, but miss some of the Pixel features. I don't know if I'll go for the fold out tablet style though. Wish they were releasing a flip style",like z flip miss featur dont know ill go tet style though wish releas flip style,"{'neg': 0.079, 'neu': 0.546, 'pos': 0.374, 'compound': 0.7124}",0.7124,positive
I want it so bad,want bad,"{'neg': 0.729, 'neu': 0.0, 'pos': 0.271, 'compound': -0.4939}",-0.4939,negative
This is just mind-blowing,mindblow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Guessing they saved the thinner bezels for Pixel Fold 2.,guess save thinner bezel,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4939}",0.4939,positive
"It’s been a while since I’ve watched Unbox Therapy, but I’m glad to see you’re videos are still high quality and informative",sinc ive ed unbox therapi im glad see your still high qualiti inform,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}",0.4588,positive
"This looks incredible. A considered approach and a great 1st shot at a foldable. Unfortunately I’m insanely deep in the Apple ecosystem, so hopefully they build one soon! I really want this!",look incred consid approach great st shot e unfortun im insan deep appl ecosystem hope build one soon realli want,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.8074}",0.8074,positive
"Reminds me on the Surface Duo, but without the bezels",remind surfac duo without bezel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Absolutely love the design and aspect ratio.,absolut love design aspect ratio,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,positive
You have the best ideas.,best idea,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive
I think the aspect ratio here makes more sense than the z fold's,think aspect ratio make sens z,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
️*️*️*️*️,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"The pricetag is a big disappointment. Only 3 countries get the pixel watch bundled with the phone in this price tag. Other countries where their currency is already weak due to rising $, other brands won't be worried as their prices are lower. Hopefully Google can slash their prices quickly in coming months.",pricetag big disappoint countri get bundl price tag countri currenc alreadi weak due rise brand wont worri price lower hope slash price quick come month,"{'neg': 0.237, 'neu': 0.616, 'pos': 0.147, 'compound': -0.4427}",-0.4427,negative
It would be great with 8 Gen 2 instead of rebranded Exynos called Tensor,would great gen instead rebrand exyno call tensor,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,positive
I wish my folding wallet is that thikkk,wish ing wallet thikkk,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}",0.4019,neutral
Been waiting 2yrs for this just pre-ordered on Google...Also already ordered my latercase in CRIMSON but can we do a LIME GREEN or CANDY GREEN colorway PLEASE!!!,wait yrs preorder also alreadi order latercas crimson lime green candi green colorway pleas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Looks good,but the bezels kill it for me,like the Z Folds the next generation will improve that?I'll stick to Z Folds for now",look goodbut bezel kill melik z next generat improv thatil stick z,"{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.6908}",-0.6908,negative
"Been waiting for this, Thankyou Sir",wait thankyou sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Them bezels tho,bezel tho,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Google needs to really learn how to create a very reliable and clean phone before they go into making a folding phone. Their normal phones have enough issues already.,need realli learn creat reli clean go make ing normal enough issu alreadi,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",0.4019,neutral
"I do think that the form factor is much better than the competition, but I don't think they're going to disrupt the market as much due to the crease sticking out in the unfolded mode. Apparently Samsung have fixed the crease in the up and coming galaxy fold 5 but we'll see!",think form factor much better competit dont think theyr go disrupt market much due creas stick une mode appar samsung fix creas come galaxi well see,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6124}",0.6124,positive
"You seem to be excited for basically the same features found on folding devices prior. While the form factor ratio is much usable IMO when closed, a lot of features have been done before. We should just be excited that the folding market in the US has competition.",seem excit basic featur found ing devic prior form factor ratio much use imo close lot featur done excit ing market us competit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"My 2023 Smartphone Wishlist
1. Google Pixel Fold
2. Motorola Razr 40 Ultra",smart wishlist motorola razr ultra,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,neutral
Amazing,amaz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Never buy the Version 1 of any Product. Always wait for Version 2 and beyond.,never buy version product alway wait version beyond,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Aspect ratio like the Surface Duo is nice, that price though is way out there, should be under $1,500.",aspect ratio like surfac duo nice price though way,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.6486}",0.6486,positive
Loving the new set,love new set,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,positive
7:37 that zoom.,zoom,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
That's nice,that nice,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,positive
"Lew hasn't been feeling like himself lately, hard times..",lew hasnt feel like late hard time,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.3632}",-0.3632,negative
"Damn, this is priced higher than an RTX4090?! …",damn price higher rtx,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
This phone will be a huge hit on YouTube . In real life no one is spending $1800 on a first gen google product that looks like a Chinese knock off of the fold,huge hit youtub real one spend first gen product look like chines knock,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.5859}",0.5859,positive
Iphone clears Google pixel lol meow,clear lol meow,"{'neg': 0.0, 'neu': 0.156, 'pos': 0.844, 'compound': 0.6597}",0.6597,positive
I love the background music ...really a nice phone,love background music realli nice,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.7906}",0.7906,positive
"I can't wait till the actual full review. I want to see if this phone interacts well with other Google products such as the new tablet and the current pixel phone. Also, I need to see if there are extra features on this device that are not on my pixel 7 pro. I don't want it to be just a pixel 7 pro with the ability to fold and unfold that would be a little redundant.",cant wait till actual full want see interact well product new tet current also need see extra featur devic pro dont want pro abil un would littl redund,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4019}",0.4019,neutral
It’s cool but I don’t think it’s better than my z fold 4,cool dont think better z,"{'neg': 0.359, 'neu': 0.298, 'pos': 0.343, 'compound': -0.0274}",-0.0274,neutral
"Ah hell nah, they gotta be kidding",ah hell nah got ta kid,"{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.7184}",-0.7184,negative
"Maybe next time you should put it next to a Samsung Fold, or an iPhone... just so we can get a sense of the size of the outside screen... As we all know the inside screen is big.",mayb next time put next samsung get sens size outsid know insid big,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"At this point, can I just have a phone with two screens? Microsoft had the Duo, but it was Microsoft and the specs were already behind when they made it.",point two microsoft duo microsoft spec alreadi behind made,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Where's MY LEw Later??,where lew later,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Looks dope!,look dope,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
What is compatible pen on this device?,compat pen devic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amazing,amaz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
️️,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Wow what a beautiful clean device I,wow beauti clean devic,"{'neg': 0.0, 'neu': 0.235, 'pos': 0.765, 'compound': 0.7579}",0.7579,positive
Loved it,love,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,positive
Im more a samsung guy but this is nice. Price wise i have no need to upgrade from my s21+.,im samsung guy nice price wise need,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.7096}",0.7096,positive
I pre-order mine today. I am kinda surprised how much you can see the crease when it is open.,preorder mine today kinda surpris much see creas open,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"While the phone looks very nice, I'm surprised about 2 things: 1- nobody mentioned that crease down the middle that everyone freaks about on the Samsung Fold.  2 - Pen Support????  One of the main items I use on my Fold 4.  And actually #3, outside of the aspect ratio on the Pixel, there was not one other item in this review that I can't do with my Fold 4, for exactly the same price, so there really isn't anything new here, I'll stick with my Fold.",look nice im surpris thing nobodi mention creas middl everyon freak samsung pen support one main item actual outsid aspect ratio one item cant exact price realli isnt anyth new ill stick,"{'neg': 0.075, 'neu': 0.723, 'pos': 0.202, 'compound': 0.6036}",0.6036,positive
